author,title
"Claire Knight, Malcolm Munro",Should Users Inhabit Visualizations?
"Ralf Dörner, Paul Grimm","ETOILE - An Environment for Team, Organizational and Individual Learning in Emergencies."
"Rob Glenn, Sheila Frankel, Doug Montgomery",IPsec-WIT: The NIST IPsec Web-Based Interoperability Test System.
"Angran Xiao, Janet K. Allen, David Rosen, Farrokh Mistree",A Method to Design Process Architecture in a Distributed Product Realization Environment.
"Ksheerabdhi Krishna, Michael Montgomery",A Simple(r) Interface Distribution Mechanism for Java Card.
"Naomaru Itoi, Tomoko Fukuzawa, Peter Honeyman",Secure Internet Smartcards.
"Rajeev Goré, Lan Duy Nguyen",CardKt: Automated Multi-modal Deduction on Java Cards for Multi-application Security.
"Jie Zhou, Yoshikuni Onozato, Ushio Yamamoto",The Study of Burst Admission Control in an Integrated Voice/Data CDMA Cellular System.
"Brad Cain, Donald F. Towsley",Generic Multicast Transport Services: Router Support for Multicast Applications.
"Baher Esmat, Mikhail N. Mikhail, Amr El-Kadi",Enhanced Mobile IP Protocol.
"Xiaoyuan Luo, Ian Thng, Bo Li, Shengming Jiang",Measurement-Based Pre-assignment Scheme with Connection-Level QoS Support for Multiservice Mobile Networks.
"Mats Björkman, Bob Melander",Impact of the Ethernet Capture Effect on Bandwidth Measurements.
"Sridhar Ramesh, George N. Rouskas, Harry G. Perros",Computing Blocking Probabilities in Multi-class Wavelength Routing Networks.
"Niklas Johansson, Maria Kihl, Ulf Körner",TCP/IP over the Bluetooth Wireless Ad-hoc Network.
"Eeva Nyberg, Jorma T. Virtamo, Samuli Aalto",An Exact Algorithm for Calculating Blocking Probabilities in Multicast Networks.
"Pierre L. Douillet, André-Luc Beylot, Monique Becker",Computing Stochastical Bounds for the Tail Distribution of an M/GI/1 Queue.
"Pertti Raatikainen, Sami Raatikainen",An Interworking Call Control Solution for a Multidiscipline Switch.
Anthony E. Sale,Colossus and the German Lorenz Cipher - Code Breaking in WW II.
"Éliane Jaulmes, Antoine Joux",A NICE Cryptanalysis.
"Ronald Cramer, Ivan Damgård, Ueli M. Maurer",General Secure Multi-party Computation from any Linear Secret-Sharing Scheme.
Fabrice Boudot,Efficient Proofs that a Committed Number Lies in an Interval.
"Andy Hunt, David M. Howard, Jim Worsdall",Real-Time Interfaces for Speech and Singing.
"Stefania Perri, Pasquale Corsonello, Giuseppe Cocorullo",Designing High-Speed Asynchronous Pipelines.
Hugo De Man,Rethinking Engineering Research and Education for Post-PC Systems-on-a-Chip.
Erwin Schoitsch,'Alternative' Transportation Systems: Telematics Solutions? A Historical Overview and Present/Future Solutions for Dependable and Competitive Environments.
"M. Popovic, V. Kovacevic, M. Temerinac",Software Testing Concept Used for MAS/C-Compiler.
"Hans-Peter Dommel, J. J. Garcia-Luna-Aceves",A Coordination Architecture for Internet Groupwork.
"I. V. Kovalev, Karl-Erwin Großpietsch",Deriving the Optimal Structure of N-Version Software under Resource Requirements and Cost/Timing Constraints.
"R. M. Guest, Michael C. Fairhurst, J. M. Potter",Automated Extraction of Image Segments from Clinically Diagnostic Hand-Drawn Geometric Shapes.
"Gladys Diaz, Jean-Pierre Thomesse, Zoubir Mammeri",An Object-Oriented Modelling of Co-operative Multimedia Systems.
"Afshin Ganjoo, Nian-Feng Tzeng",Influence of High-Level Program Structures on Branch Prediction Accuracy.
"Apostolos A. Kountouris, Christophe Wolinski",Efficient Scheduling of Conditional Behaviors Using Hierarchical Conditional Dependency Graphs in the CODESIS System.
"Mehdi-Laurent Akkar, Régis Bevan, Paul Dischamp, Didier Moyart","Power Analysis, What Is Now Possible...."
Brian King,Improved Methods to Perform Threshold RSA.
"Matthew S. Shields, Omer F. Rana, David W. Walker, David Colby",A Collaborative Code Development Environment for Computational Electro-magnetics.
"Richard J. Hanson, Clay P. Breshears, Henry A. Gabb",Using A Fortran Interface to POSIX Threads.
"Eric de Sturler, Jay Hoeflinger, Laxmikant V. Kalé, Milind A. Bhandarkar",A New Approach to Software Integration Frameworks for Multi-physics Simulation Codes.
Vladimir Getov,A Mixed-Language Programming Methodology for High Performance Java Computing.
J. R. Isaac,Identifying educational core competencies for the Information Age.
Jaap Westbroek,The Esloo design for the digital elementary and secondary education.
"Marko Bajec, Marjan Krisper, Rok Rupnik",Developing Software for School Administration and Management.
"Ian Selwood, Debbie Smith, J. Wisehart",Supporting UK Teachers Through The National Grid for Learning.
"A. Luís Osório, P. Gibon, M. M. Barata",Electronic commerce with XML/EDI in virtual enterprises.
"G. D. Cunha, J. L. D. Ribeiro",A survey on the use of E-commerce by Brazilian companies.
"M. Flores, A. Molina",Virtual industry clusters: Foundation to create virtual enterprises.
"A. B. Moniz, P. Urze",Implementation methodology of complex manufacturing environment in a brownfield site.
"Mingwei Zhou, Jeffrey Zheng, Angela Williams, Bob Alexander",A Web-based Bidding Workbench for Global Manufacturing.
Martti Meri,Planning for Manufacturing - Managing Connective Designs and Asymmetric Designer Knowledge in Product Consortia.
"Docki Saraswati, Sumiharni Batubara, Reny Mulyadi, Amelia Mulyadi",Managing the Flow of Information on the Factory Floor.
"J. Kickstein, J. Held, Uwe Kirchhoff",Advanced microwave sensor based control concept for concrete production.
"Abdul Samad Kazi, Matti Hannus",Functional Requirements for Inter-enterprise Intranet Services.
"A. T. M. Aerts, Nicolae B. Szirbik, Jan Goossenaerts",Flexible Infrastructure for Virtual Enterprises.
"P. S. Grave, F. A. Gimenez, Ana Mendes, J. M. Crubellate",E-Diagnosis: Knowledge management and organizational chance in virtual times.
"Tomasz Janowski, P. C. Vinh",Protocol-based cooperation in a virtual manufacturing organization.
"J. M. Zheng, K. W. Chan, I. Gibson",A VR-based CAD System.
"Francis E. Plonka, Mohammed S. Ahmed, Dan Carnahan",Collaborative Design Procedure for Supply Chain Process Integration Using UML.
"Ricardo J. Rabelo, Hamideh Afsarmanesh, Luis M. Camarinha-Matos",Federated multi-agent scheduling in virtual enterprises.
"Johan Vesterager, Peter Bernus, L. B. Larsen, Jens Dahl Pedersen, Martin Tølle",Use of GERAM as Basis for a Virtual Enterprise Framework Model.
"Karl Fürst, Thomas Schmidt",Low-cost System for Supply Chain Management.
"N. Silva, J. Rocha",VE infrstructures requirements for cooperation and knowledge sharing.
"Kurt Kosanke, François Vernadat, Martin Zelm",Enterprise engineering and integration in the global environment.
"S. G. Feuerschütte, M. R. P. Rolim",Virtual organizations and the cultural dimension: Organization rites in the consoldation of telework.
G. Schaub,An internet solution for virtual enterprises based on an object-oriented real-time database.
"Jiang Wu, Gerald Q. Maguire Jr.",Agent Based Seamless IP Multicast Receiver Handover.
"Abbas Ibrahim, Samir Tohmé",A Modified CDMA/PRMA Medium Access Control Protocol for Voice Users in LEO Systems.
"Dariusz Godyn, Dominik Rutkowski",An Improved Speech and Channel Coding for GSM System.
Frank F. Land,Evaluation in a Socio-technical Context.
Lars Mathiassen,Collaborative Practice Research.
Steve Sawyer,Studying Organizational Computing Infrastructures: Multi-method Approaches.
Hannu Lahtinen,On Purchasing a Home Computer.
"Arne Kjaer, Kim Halskov Madsen, Marianne Graves Petersen",Methodological Challenges in the Study of Technology Use at Home.
"Wenyu Huang, Andy Sloane, Arthur Harris",Web-Based Family Noticeboard.
Jo Pierson,ICT Approbation by Small Businesses.
"Kathy Buckner, Mark Gillham",Using E-Mail for Social and Domestic Purposes.
Ugo Montanari,Two Problems in Wide Area Network Programming.
Jozef Gruska,New Challenges for Theoretical Computer Science.
Shu Tezuka,Discrepancy Theory and Its Application to Finance.
Madhu Sudan,List Decoding: Algorithms and Applications.
"Peter Hassenpflug, Gerald-P. Glombitza, Carlos E. Cárdenas S., Ivo Wolf, Axel Brenner, Hans-Peter Meinzer",Komponenten zur Unterstützung der automatischen Bildsegmentierung von CT-Aufnahmen der Leber.
"Volker Metzler, Günter Seidel, Daniel Toth, Lars Claassen, Til Aach",Quantitative Messung der Hirnperfusion in intrakraniellen Ultraschall Bildsequenzen.
"Klaus A. Ganser, Hartmut Dickhaus, Andreas Staubert, R. Metzner, C. R. Wirtz, M. M. Bonsanto, Volker M. Tronnier, S. Kunze",Ein digitaler Gehirnatlas: Evaluation mit funktioneller MRT.
"Torsten Rohlfing, Jürgen Beier",Gesteigerte Registrierungsgenauigkeit verrauschter Bilddaten durch Coincidence Thresholding.
"Torsten Rohlfing, Jürgen Beier, Jay B. West, Ulrich-Wilhelm Thomale, Thomas Liebig, Christian A. Taschner",Registrierung und Fusion von funktionellen und anatomischen MRT-Daten: Quantitative Genauigkeitsanalyse und Anwendung in der navigierten Neurochirurgie.
"Carmen Theek, Matthias König",Automatisches Auffinden von potentiell irreversiblen Infarktregionen im menschlichen Gehirn anhand von kombinierten Perfusions-CT-Bildern.
"Christoph Räth, Wolfram Bunk, Britta Schulte, Natalie Sorger, Carl Ganter, Hermann Helmberger, Alexander Horsch, Paul Gerhardt, Gregor Morfill",Segmentierung und Volumetrie von Tumorentitäten mit CT-Datensätzen.
"Thomas Wittenberg, Robert Frischholz, Stephan Wolf, Monika Tigges, Bernhard Suchy, Simone Schneider",Automatische Verfolgung von Augenlidbewegungen und Korrelation mit EMG-Daten.
"Karl-Hans Englmeier, M. Siebert, R. Brüning, J. Scheidler, Maximilian Reiser",Prinzipien und derzeitige Möglichkeiten der virtuellen Endoskopie.
"Gerald Krell, Bernd Michaelis, Mathias Walke, Roman Calow, Nils Riefenstahl",Bilder aus Diagnostik und Behandlungsplanung in der Strahlentherapie zur Auswertung von Online-Daten mit neuronalen Netzen.
"Susanne Weis, Steffen Pollrich, Stephan G. Erberich, Klaus Willmes",Abhängigkeit von Interstimulusintervallen und Aufnahmegeschwindigkeit bei der Bildakquisition schneller ereigniskorrelierter funktioneller MRI.
Martin Franz,Erkennen von Blutgefäßen in subtraktionsangiographischen Bildern.
"M. Uesbeck, G. Lindenthal, Martin Skalej",Ein hybrider Ansatz für Image-Retrieval in medizinischen WBT-Systemen.
"Keith I. Farkas, Jason Flinn, Godmar Back, Dirk Grunwald, Jennifer-Ann M. Anderson",Quantifying the energy consumption of a pocket computer and a Java virtual machine.
"Sanjay Shakkottai, R. Srikant",Delay asymptotics for a priority queueing system.
"Can Emre Koksal, Hisham Kassab, Hari Balakrishnan",An analysis of short-term fairness in wireless media access protocols (poster).
"Jim Martin, Arne A. Nilsson, Injong Rhee",The incremental deployability of RTT-based congestion avoidance for high speed TCP Internet connections.
"Bernard Fortz, Mikkel Thorup",Internet Traffic Engineering by Optimizing OSPF Weights.
"Yatin Chawathe, Steven McCanne, Eric A. Brewer",RMX: Reliable Multicast for Heterogeneous Networks.
"Richard J. La, Venkat Anantharam",Charge-Sensitive TCP and Rate Control in the Internet.
"Bin Wang, Jennifer C. Hou",QoS-Based Multicast Routing for Distributing Layered Video to Heterogeneous Receivers in Rate-based Networks.
"Seong-Jun Oh, Tava Lennon Olsen, Kimberly M. Wasserman",Distributed Power Control and Spreading Gain Allocation in CDMA Data Networks.
"Zhiruo Cao, Zheng Wang, Ellen W. Zegura",Performance of Hashing-Based Schemes for Internet Load Balancing.
"Tina Wong, Randy H. Katz, Steven McCanne",An Evaluation on Using Preference Clustering in Large-Scale Multicast Applications.
"Hanoch Levy, Tsippy Mendelson, Gilad Goren",Optimal Use of Virtual Paths for Connection Setup Reduction: The Single Link Problem.
"Yigal Bejerano, Israel Cidon, Joseph Naor",Efficient Handoff Rerouting Algorithms: A Competitive On-Line Algorithmic Approach.
"Phil Wang, Yechiam Yemini, Danilo Florissi, John A. Zinky, Patricia Florissi",Experimental QoS Performances of Multimedia Applications.
"Krishnan Kumaran, Geoffrey Margrave, Debasis Mitra, Keith R. Stanley",Novel Techniques for Design and Control of Generalized Processor Sharing Schedulers for Multiple QoS Classes.
"Neal Cardwell, Stefan Savage, Thomas E. Anderson",Modeling TCP Latency.
"Ben Liang, Zygmunt J. Haas",Virtual Backbone Generation and Maintenance in Ad Hoc Network Mobility Management.
"B. Scott Michel, Konstantinos Nikoloudakis, Peter L. Reiher, Lixia Zhang",URL Forwarding and Compression in Adaptive Web Caching.
"Srihari Nelakuditi, Zhi-Li Zhang, Rose P. Tsang",Adaptive Proportional Routing: A Localized QoS Routing Approach.
"Nemo Semret, Raymond R.-F. Liao, Andrew T. Campbell, Aurel A. Lazar",Peering and Provisioning of Differentiated Internet Services.
"Viktória Elek, Gunnar Karlsson, Robert Rönngren",Admission Control Based on End-to-End Measurements.
Ed Huai-hsin Chi,A Taxonomy of Visualization Techniques Using the Data State Reference Model.
"Ivan Herman, M. Scott Marshall, Guy Melançon",Density Functions for Visual Attributes and Effective Partitioning in Graph Visualization.
"Chris Olston, Allison Woodruff",Getting Portals to Behave.
"Takashi Kiriyama, Ling Chen",The Design of the Xi-Hu Historical Landscape and Culture in Media.
"Lauretta Jones, Sharon L. Greene",MoMA and the Three-Legged Stool: Fostering Creative Insight in Interactive System Design.
"Bernard M. E. Moret, Tandy Warnow",Reconstructing Optimal Phylogenetic Trees: A Challenge in Experimental Algorithmics.
"Markus Vincze, Minu Ayromlou, Stefan Chroust, Michael Zillich, Wolfgang Ponweiser, Dietmar Legenstein",Dynamic Aspects of Visual Servoing and a Framework for Real-Time 3D Vision for Robotics.
"David Coeurjolly, Isabelle Debled-Rennesson, Olivier Teytaud",Segmentation and Length Estimation of 3D Discrete Curves.
Stina Svensson,Reversible Surface Skeletons of 3D Objects by Iterative Thinning of Distance Transforms.
Michael R. Fellows,Parameterized Complexity: The Main Ideas and Connections to Practical Computing.
"Thomas Bülow, Reinhard Klette",Approximation of 3D Shortest Polygons in Simple Cube Curves.
"Daniel A. Menascé, Virgilio Almeida",Performance of Client/Server Systems.
"Ben J. A. Kröse, Nikos A. Vlassis, Roland Bunschoten",Omnidirectional Vision for Appearance-Based Robot Localization.
"Xiaoyi Jiang, S. Hofer, T. Stahs, I. Ahrns, Horst Bunke",A New Technique for the Extraction and Tracking of Surfaces in Range Image Sequences.
"Richard Uhlig, Trevor N. Mudge",Trace-Driven Memory Simulation: A Survey.
"A. Frank van der Stappen, Robert-Paul Berretty, Kenneth Y. Goldberg, Mark H. Overmars",Geometry and Part Feeding.
"Emanuele Danovaro, Leila De Floriani, Paola Magillo, Enrico Puppo",Representing Vertex-Based Simplicial Multi-complexes.
"Luping Chen, John H. R. May, Gordon Hughes",A Constant Perturbation Method for Evaluation of Structural Diversity in Multiversion Software.
Andrew Hussey,HAZOP Analysis of Formal Models of Safety-Critical Interactive Systems.
Wenhui Zhang,Validation of Control System Specifications with Abstract Plant Models.
"Robin E. Bloomfield, Dan Craigen, Frank Koob, Markus Ullmann, Stefan Wittmann",Formal Methods Diffusion: Past Lessons and Future Prospects.
Andreas Schenk,SIMATIC S7-400F/FH: Safety-Related Programmable Logic Controller.
"João Firmeza, Francisco Fontes",Deploying Advanced IP Services on a Community Network.
"Felicia Holness, Chris Phillips",Congestion Control Mechanism for Taffic Engineering within MPLS Networks.
"Karim Sbata, Pierre Vincent",Development of Internet Services Based on Pure JAVA Technology.
"Crescencio Bravo, Miguel A. Redondo, José Bravo, Manuel Ortega, M. Lacruz",Synchronous Drawing Actions in Environments of Collaborative Learning of Design.
"Juan C. Burguillo-Rial, Luis E. Anido-Rial, J. V. Benlloch, Félix Buendía",Interconnecting Courseware Modules via WWW.
